0	0.942229
0	0.544984
1	0.548821
4	0.42567
5	0.0107737
6	12.8749
17	1.33641
18	1.55486
22	0.493287
25	27.8326
68	0.00272137
70	9.46363
72	11.0808
73	7.29354
80	0.352306
81	0.019372
82	4.68403
86	0.620606
88	55.7613
89	16.2552
90	73.0963
96	1.77454
97	0.0186339
98	13.3177
100	0.146618
102	14.904
104	0.494721
105	0.410019
106	0.354424
320	0.0550169
321	0.0547014
322	1.56154
326	0.0353439
328	25.3929
329	9.24739
330	17.5264
338	0.256833
345	2.51675
346	13.1982
354	5.88468
358	1.02568
362	5.52952
384	0.342805
385	12.0062
386	0.0934709
388	0.284251
389	0.209808
390	0.505271
393	49.5463
401	0.785124
409	8.49693
417	13.0566
421	15.3968
1040	1.78582
1041	1.5303
1042	8.63648
1044	0.0943898
1046	0.961759
1048	13.4227
1049	20.6506
1050	2.85084
1056	1.14678
1057	1.82707
1060	11.0379
1061	0.480851
1062	20.8356
1064	0.0879785
1065	1.5236
1110	0.265695
1112	9.20188
1113	2.85268
1114	10.1442
1126	20.596
1176	3.30789
1177	1.66094
1188	31.6028
1189	71.8237
1281	0.460135
1282	0.500879
1286	0.332114
1288	3.50577
1289	10.8706
1290	0.265418
1298	0.150176
1304	2.57792
1305	5.06618
1306	0.486122
1313	3.17453
1314	11.2374
1316	12.0691
1317	0.450031
1318	10.8519
1320	2.8776
1321	14.9189
1322	1.24096
1346	0.0314922
1352	2.07551
1353	1.73774
1354	2.02892
1368	1.99786
1369	0.908999
1370	2.8791
1376	0.468807
1377	1.00173
1378	0.908336
1382	0.409806
1384	2.74859
1385	3.60156
1386	2.8535
1409	17.268
1410	1.6324
1412	2.15149
1413	2.33258
1414	6.76035
1416	7.78405
1417	11.9066
1418	3.00578
1424	1.79199
1425	2.58313
1426	0.455726
1429	0.783005
1430	1.96181
1432	8.21633
1433	4.13203
1434	1.05858
1440	45.5165
1441	7.98145
1442	4.34142
1444	42.2125
1445	2.67288
1446	10.9382
1448	3.03131
1449	2.4812
1450	0.626689
1537	0.728562
1541	0.115277
1542	27.2764
1544	0.0287083
1545	1.52749
1553	11.9116
1554	15.7319
1557	0.381396
1558	21.3681
1560	17.2283
1561	11.1201
1562	6.30237
1569	0.0522051
1570	0.127337
1573	0.500045
1574	3.73988
1604	0.397798
1606	13.7807
1608	0.212024
1609	0.522255
1610	0.229596
1617	0.371318
1618	7.61787
1620	0.158413
1622	1.52372
1624	10.9403
1625	30.5163
1626	11.0316
1634	0.850822
1636	0.455004
1638	1.73753
1665	11.482
1668	41.1735
1669	11.6647
1670	27.68
1673	0.487158
1680	3.27507
1681	2.00373
1682	2.00702
1684	24.0693
1685	7.61089
1686	31.1818
1697	3.14965
1700	23.2445
1701	4.85017
1702	4.06406
4424	0.622846
4425	0.233485
4426	1.44653
4441	0.824186
4442	1.09616
4454	0.205775
4458	1.46304
4488	0.153023
4489	18.9512
4497	0.607766
4504	0.138612
4505	5.34866
4513	0.67344
4514	0.764296
4516	38.9598
4517	1.44403
4518	8.91175
4521	9.7071
4740	84.0812
4741	104.476
4753	46.3534
4754	25.3436
4757	30.4941
4758	195.763
4761	41.4625
4762	1.90199
4770	0.505536
4774	30.455
5401	0.431239
5410	0.539522
5417	0.9245
5465	0.751231
5528	0.138512
5529	0.329191
5537	0.715947
5538	1.78047
5540	4.72706
5541	0.381209
5542	10.4306
5544	1.34762
5545	2.98041
5649	3.1827
5650	9.54862
5653	0.973764
5654	4.88873
5657	7.92037
5658	0.686575
5669	0.359802
5670	3.84473
5722	5.51739
5734	0.816752
5777	4.49738
5778	40.7501
5780	26.7821
5781	26.1616
5782	23.7609
5784	53.5997
5785	2.87641
5786	2.24943
5796	95.768
5797	7.02858
6434	7.53004
6441	0.63632
6442	1.62708
6505	22.6258
6506	3.2831
6569	4.20159
6673	23.2343
6677	7.10602
6678	9.41122
6681	12.8115
6682	6.81149
6741	0.921295
6742	2.71468
6744	71.8048
6745	5.31042
6805	14.8772
17425	1.04654
17426	2.96176
17430	0.131232
17433	6.45887
17434	3.08083
17442	0.677603
17446	13.7244
17497	6.54092
17498	9.76438
17506	1.05691
17510	3.40837
17513	0.243332
17514	0.712485
17561	32.3318
17569	11.2832
17573	27.2115
17574	11.0213
17577	3.22054
17753	1.48137
17754	0.380372
17762	0.704604
17770	0.395971
17809	1.64982
17810	0.415937
17817	3.39733
17825	6.24901
17826	5.54778
17829	0.69572
17830	3.79373
17833	9.3825
17834	0.981888
18066	10.7132
18086	0.869238
18465	12.7981
18469	7.58277
18537	7.11502
18538	1.79085
18601	3.65561
18770	0.748751
18777	2.57322
18778	2.48756
18785	5.8398
18793	1.71423
18794	2.29932
18841	0.859941
18853	15.9708
21849	0.754667
21925	0.953312
21926	0.880473
21929	0.722593
22166	2.09437
22170	5.17244
22182	12.2409
23205	3.91413
65536	1.43205
65537	1.62145
65538	1.31234
65540	0.191026
65541	0.0145981
65542	11.0478
65544	0.378379
65545	11.0431
65546	0.0101144
65553	2.77808
65554	1.2398
65558	0.902556
65561	22.776
65562	1.13878
65570	0.805285
65574	46.2992
65578	0.00357593
65600	0.217408
65601	0.00812143
65602	4.27788
65604	0.00647776
65606	5.53168
65608	3.40293
65609	3.29761
65610	6.78516
65616	0.126833
65617	0.0657287
65618	5.99323
65622	1.26552
65624	7.71219
65625	5.57757
65626	32.1822
65632	2.6101
65633	0.0655169
65634	4.91773
65636	0.924923
65638	18.2051
65640	0.233775
65641	0.415224
65642	0.362696
65664	2.35567
65665	12.0344
65666	0.141253
65668	6.35073
65669	4.87048
65670	8.37858
65672	0.0168106
65673	7.04277
65680	2.72368
65681	10.2822
65682	0.0376129
65684	0.450965
65685	0.330071
65686	0.445719
65688	2.4474
65689	25.5906
65696	0.976568
65697	6.18833
65698	0.0171657
65700	57.9582
65701	24.3608
65702	35.6534
65704	0.0263859
65705	1.54233
65856	0.0188585
65857	0.138972
65858	3.40973
65862	0.11769
65864	4.48062
65865	1.49178
65866	8.20312
65874	0.933424
65881	0.479147
65882	11.4613
65890	8.69612
65894	7.35964
65898	6.36945
65920	1.03224
65921	6.22915
65922	0.638132
65924	0.674322
65925	0.852309
65926	0.891624
65928	0.501202
65929	10.1651
65936	1.28955
65937	2.27955
65944	1.22441
65945	2.88894
65952	9.31137
65953	8.08313
65954	0.902677
65956	39.1821
65957	7.7735
65958	24.9246
65960	0.812446
65961	12.2889
66176	0.122842
66177	2.40236
66178	0.173615
66180	13.4417
66181	10.8427
66182	10.6226
66185	0.0966868
66193	7.55343
66194	0.733267
66197	8.19202
66198	9.14581
66201	25.8707
66214	10.1534
66560	0.711449
66561	0.808923
66562	2.23975
66564	0.193113
66565	0.0687972
66566	4.15091
66568	0.847227
66569	5.21177
66570	0.031685
66576	1.08589
66577	2.29453
66578	4.95144
66580	0.0527123
66582	0.952295
66584	10.7256
66585	9.75885
66586	6.90025
66592	1.77441
66593	1.5704
66594	1.8939
66596	5.20308
66597	0.47435
66598	18.5349
66600	0.194561
66601	2.16784
66602	0.0171859
66624	0.0247926
66626	0.974349
66630	0.816529
66632	0.210465
66633	0.127126
66634	0.341126
66642	0.754276
66646	0.157639
66648	0.555698
66649	1.49515
66650	15.3237
66656	0.288097
66658	1.43373
66660	0.20752
66662	5.27153
66665	0.090033
66666	0.265095
66688	17.1735
66689	14.5161
66690	4.21038
66692	29.9865
66693	18.1147
66694	64.9193
66696	0.270076
66697	21.5933
66704	9.2188
66705	13.346
66706	6.13833
66708	11.845
66709	13.56
66710	13.8041
66712	5.93805
66713	7.41494
66714	2.55654
66720	7.38647
66721	22.16
66722	0.208388
66724	42.0865
66725	83.7039
66726	148.468
66728	0.135351
66729	6.27148
66816	0.390319
66817	0.394646
66818	1.29843
66822	0.591648
66824	2.57754
66825	1.16584
66826	0.415568
66832	0.161461
66833	0.758463
66834	0.241451
66840	2.04291
66841	0.926818
66842	1.27218
66848	6.03297
66849	2.96747
66850	4.1788
66852	0.551537
66853	0.741607
66854	9.15896
66856	3.89068
66857	9.65521
66858	1.06501
66882	0.619345
66886	0.284126
66888	1.62488
66890	3.68066
66905	0.598673
66906	2.357
66912	1.10205
66914	2.37088
66918	2.97036
66920	0.779414
66921	2.6797
66922	4.61419
66944	9.97097
66945	11.108
66946	2.488
66948	4.6291
66949	2.67036
66950	5.693
66952	3.69729
66953	11.7619
66954	2.64393
66960	4.04404
66961	1.76563
66962	0.453437
66965	3.12408
66966	2.05233
66968	4.8098
66969	12.3222
66970	3.10614
66976	12.124
66977	10.093
66978	3.629
66980	41.2147
66981	1.29904
66982	77.3381
66984	2.71307
66985	30.5066
66986	2.01382
67072	2.93896
67073	1.3635
67074	2.12377
67076	2.89669
67077	0.768246
67078	14.7257
